,date,year,month,region,country,no_of_visitor_arrivals,decade,season
13313,2014-12-01,2014,12,Europe,Austria,2087,10s,Northeast Monsoon (Dec-Feb)
13314,2014-12-01,2014,12,Europe,Scandinavia,10606,10s,Northeast Monsoon (Dec-Feb)
13315,2014-12-01,2014,12,Europe,CIS & Eastern Europe,17897,10s,Northeast Monsoon (Dec-Feb)
13316,2014-12-01,2014,12,Americas,USA,43188,10s,Northeast Monsoon (Dec-Feb)
13317,2014-12-01,2014,12,Americas,Canada,9234,10s,Northeast Monsoon (Dec-Feb)
13318,2014-12-01,2014,12,Oceania,Australia,97855,10s,Northeast Monsoon (Dec-Feb)
13319,2014-12-01,2014,12,Oceania,New Zealand,10015,10s,Northeast Monsoon (Dec-Feb)
13321,2015-01-01,2015,1,Asia,Brunei,5521,10s,Northeast Monsoon (Dec-Feb)
13322,2015-01-01,2015,1,Asia,Indonesia,236291,10s,Northeast Monsoon (Dec-Feb)
13323,2015-01-01,2015,1,Asia,Malaysia,86193,10s,Northeast Monsoon (Dec-Feb)
13324,2015-01-01,2015,1,Asia,Philippines,42838,10s,Northeast Monsoon (Dec-Feb)
13325,2015-01-01,2015,1,Asia,Thailand,36798,10s,Northeast Monsoon (Dec-Feb)
13326,2015-01-01,2015,1,Asia,Vietnam,28632,10s,Northeast Monsoon (Dec-Feb)
13327,2015-01-01,2015,1,Asia,Myanmar,7825,10s,Northeast Monsoon (Dec-Feb)
13328,2015-01-01,2015,1,Asia,Japan,58479,10s,Northeast Monsoon (Dec-Feb)
13329,2015-01-01,2015,1,Asia,Hong Kong,34012,10s,Northeast Monsoon (Dec-Feb)
13330,2015-01-01,2015,1,Asia,"China, People's Republic Of",140547,10s,Northeast Monsoon (Dec-Feb)
13331,2015-01-01,2015,1,Asia,Taiwan,30685,10s,Northeast Monsoon (Dec-Feb)
13332,2015-01-01,2015,1,Asia,"Korea, Republic Of",71820,10s,Northeast Monsoon (Dec-Feb)
13333,2015-01-01,2015,1,Asia,India,73603,10s,Northeast Monsoon (Dec-Feb)
13334,2015-01-01,2015,1,Asia,Pakistan,1500,10s,Northeast Monsoon (Dec-Feb)
13335,2015-01-01,2015,1,Asia,"Sri Lanka, Republic Of",6139,10s,Northeast Monsoon (Dec-Feb)
13336,2015-01-01,2015,1,Asia,Saudi Arabia,2500,10s,Northeast Monsoon (Dec-Feb)
13337,2015-01-01,2015,1,Asia,Kuwait,1420,10s,Northeast Monsoon (Dec-Feb)
13338,2015-01-01,2015,1,Asia,United Arab Emirates,4612,10s,Northeast Monsoon (Dec-Feb)
13339,2015-01-01,2015,1,Europe,United Kingdom,44909,10s,Northeast Monsoon (Dec-Feb)
13340,2015-01-01,2015,1,Europe,Germany,24529,10s,Northeast Monsoon (Dec-Feb)
13341,2015-01-01,2015,1,Europe,France,11285,10s,Northeast Monsoon (Dec-Feb)
13342,2015-01-01,2015,1,Europe,Italy,5470,10s,Northeast Monsoon (Dec-Feb)
13343,2015-01-01,2015,1,Europe,Netherlands,6405,10s,Northeast Monsoon (Dec-Feb)
13344,2015-01-01,2015,1,Europe,Greece,727,10s,Northeast Monsoon (Dec-Feb)
13345,2015-01-01,2015,1,Europe,Belgium-luxembourg,2063,10s,Northeast Monsoon (Dec-Feb)
13346,2015-01-01,2015,1,Europe,Switzerland,9470,10s,Northeast Monsoon (Dec-Feb)
13347,2015-01-01,2015,1,Europe,Austria,2645,10s,Northeast Monsoon (Dec-Feb)
13348,2015-01-01,2015,1,Europe,Scandinavia,12594,10s,Northeast Monsoon (Dec-Feb)
13349,2015-01-01,2015,1,Europe,CIS & Eastern Europe,25432,10s,Northeast Monsoon (Dec-Feb)
13350,2015-01-01,2015,1,Americas,USA,46845,10s,Northeast Monsoon (Dec-Feb)
13351,2015-01-01,2015,1,Americas,Canada,10874,10s,Northeast Monsoon (Dec-Feb)
13352,2015-01-01,2015,1,Oceania,Australia,115584,10s,Northeast Monsoon (Dec-Feb)
13353,2015-01-01,2015,1,Oceania,New Zealand,12330,10s,Northeast Monsoon (Dec-Feb)
13355,2015-02-01,2015,2,Asia,Brunei,4759,10s,Northeast Monsoon (Dec-Feb)
13356,2015-02-01,2015,2,Asia,Indonesia,184183,10s,Northeast Monsoon (Dec-Feb)
13357,2015-02-01,2015,2,Asia,Malaysia,82408,10s,Northeast Monsoon (Dec-Feb)
13358,2015-02-01,2015,2,Asia,Philippines,41155,10s,Northeast Monsoon (Dec-Feb)
13359,2015-02-01,2015,2,Asia,Thailand,29889,10s,Northeast Monsoon (Dec-Feb)
13360,2015-02-01,2015,2,Asia,Vietnam,28150,10s,Northeast Monsoon (Dec-Feb)
13361,2015-02-01,2015,2,Asia,Myanmar,6204,10s,Northeast Monsoon (Dec-Feb)
13362,2015-02-01,2015,2,Asia,Japan,62422,10s,Northeast Monsoon (Dec-Feb)
13363,2015-02-01,2015,2,Asia,Hong Kong,46985,10s,Northeast Monsoon (Dec-Feb)
13364,2015-02-01,2015,2,Asia,"China, People's Republic Of",238011,10s,Northeast Monsoon (Dec-Feb)
13365,2015-02-01,2015,2,Asia,Taiwan,40059,10s,Northeast Monsoon (Dec-Feb)
13366,2015-02-01,2015,2,Asia,"Korea, Republic Of",51415,10s,Northeast Monsoon (Dec-Feb)
13367,2015-02-01,2015,2,Asia,India,60016,10s,Northeast Monsoon (Dec-Feb)
13368,2015-02-01,2015,2,Asia,Pakistan,870,10s,Northeast Monsoon (Dec-Feb)
13369,2015-02-01,2015,2,Asia,"Sri Lanka, Republic Of",5987,10s,Northeast Monsoon (Dec-Feb)
13370,2015-02-01,2015,2,Asia,Saudi Arabia,948,10s,Northeast Monsoon (Dec-Feb)
13371,2015-02-01,2015,2,Asia,Kuwait,519,10s,Northeast Monsoon (Dec-Feb)
13372,2015-02-01,2015,2,Asia,United Arab Emirates,3871,10s,Northeast Monsoon (Dec-Feb)
13373,2015-02-01,2015,2,Europe,United Kingdom,47046,10s,Northeast Monsoon (Dec-Feb)
13374,2015-02-01,2015,2,Europe,Germany,24937,10s,Northeast Monsoon (Dec-Feb)
13375,2015-02-01,2015,2,Europe,France,13590,10s,Northeast Monsoon (Dec-Feb)
13376,2015-02-01,2015,2,Europe,Italy,4192,10s,Northeast Monsoon (Dec-Feb)
13377,2015-02-01,2015,2,Europe,Netherlands,6678,10s,Northeast Monsoon (Dec-Feb)
13378,2015-02-01,2015,2,Europe,Greece,701,10s,Northeast Monsoon (Dec-Feb)
13379,2015-02-01,2015,2,Europe,Belgium-luxembourg,1968,10s,Northeast Monsoon (Dec-Feb)
13380,2015-02-01,2015,2,Europe,Switzerland,8475,10s,Northeast Monsoon (Dec-Feb)
13381,2015-02-01,2015,2,Europe,Austria,2429,10s,Northeast Monsoon (Dec-Feb)
13382,2015-02-01,2015,2,Europe,Scandinavia,11313,10s,Northeast Monsoon (Dec-Feb)
13383,2015-02-01,2015,2,Europe,CIS & Eastern Europe,14767,10s,Northeast Monsoon (Dec-Feb)
13384,2015-02-01,2015,2,Americas,USA,42427,10s,Northeast Monsoon (Dec-Feb)
13385,2015-02-01,2015,2,Americas,Canada,9915,10s,Northeast Monsoon (Dec-Feb)
13386,2015-02-01,2015,2,Oceania,Australia,65009,10s,Northeast Monsoon (Dec-Feb)
13387,2015-02-01,2015,2,Oceania,New Zealand,6349,10s,Northeast Monsoon (Dec-Feb)
13389,2015-03-01,2015,3,Asia,Brunei,6989,10s,Inter-monsoon (Mar-May)
13390,2015-03-01,2015,3,Asia,Indonesia,211347,10s,Inter-monsoon (Mar-May)
13391,2015-03-01,2015,3,Asia,Malaysia,101929,10s,Inter-monsoon (Mar-May)
13392,2015-03-01,2015,3,Asia,Philippines,53649,10s,Inter-monsoon (Mar-May)
13393,2015-03-01,2015,3,Asia,Thailand,43504,10s,Inter-monsoon (Mar-May)
13394,2015-03-01,2015,3,Asia,Vietnam,30907,10s,Inter-monsoon (Mar-May)
13395,2015-03-01,2015,3,Asia,Myanmar,9681,10s,Inter-monsoon (Mar-May)
13396,2015-03-01,2015,3,Asia,Japan,79941,10s,Inter-monsoon (Mar-May)
13397,2015-03-01,2015,3,Asia,Hong Kong,41803,10s,Inter-monsoon (Mar-May)
13398,2015-03-01,2015,3,Asia,"China, People's Republic Of",130827,10s,Inter-monsoon (Mar-May)
13399,2015-03-01,2015,3,Asia,Taiwan,24694,10s,Inter-monsoon (Mar-May)
13400,2015-03-01,2015,3,Asia,"Korea, Republic Of",42872,10s,Inter-monsoon (Mar-May)
13401,2015-03-01,2015,3,Asia,India,70302,10s,Inter-monsoon (Mar-May)
13402,2015-03-01,2015,3,Asia,Pakistan,1234,10s,Inter-monsoon (Mar-May)
13403,2015-03-01,2015,3,Asia,"Sri Lanka, Republic Of",7640,10s,Inter-monsoon (Mar-May)
13404,2015-03-01,2015,3,Asia,Saudi Arabia,1777,10s,Inter-monsoon (Mar-May)
13405,2015-03-01,2015,3,Asia,Kuwait,546,10s,Inter-monsoon (Mar-May)
13406,2015-03-01,2015,3,Asia,United Arab Emirates,7588,10s,Inter-monsoon (Mar-May)
13407,2015-03-01,2015,3,Europe,United Kingdom,50729,10s,Inter-monsoon (Mar-May)
13408,2015-03-01,2015,3,Europe,Germany,31468,10s,Inter-monsoon (Mar-May)
13409,2015-03-01,2015,3,Europe,France,12789,10s,Inter-monsoon (Mar-May)
13410,2015-03-01,2015,3,Europe,Italy,5311,10s,Inter-monsoon (Mar-May)
13411,2015-03-01,2015,3,Europe,Netherlands,7127,10s,Inter-monsoon (Mar-May)
13412,2015-03-01,2015,3,Europe,Greece,787,10s,Inter-monsoon (Mar-May)
13413,2015-03-01,2015,3,Europe,Belgium-luxembourg,2594,10s,Inter-monsoon (Mar-May)
13414,2015-03-01,2015,3,Europe,Switzerland,8777,10s,Inter-monsoon (Mar-May)
13415,2015-03-01,2015,3,Europe,Austria,2137,10s,Inter-monsoon (Mar-May)
13416,2015-03-01,2015,3,Europe,Scandinavia,11065,10s,Inter-monsoon (Mar-May)
13417,2015-03-01,2015,3,Europe,CIS & Eastern Europe,15049,10s,Inter-monsoon (Mar-May)
13418,2015-03-01,2015,3,Americas,USA,48341,10s,Inter-monsoon (Mar-May)
13419,2015-03-01,2015,3,Americas,Canada,10515,10s,Inter-monsoon (Mar-May)
13420,2015-03-01,2015,3,Oceania,Australia,70708,10s,Inter-monsoon (Mar-May)
13421,2015-03-01,2015,3,Oceania,New Zealand,7854,10s,Inter-monsoon (Mar-May)
13423,2015-04-01,2015,4,Asia,Brunei,4977,10s,Inter-monsoon (Mar-May)
13424,2015-04-01,2015,4,Asia,Indonesia,207138,10s,Inter-monsoon (Mar-May)
13425,2015-04-01,2015,4,Asia,Malaysia,90515,10s,Inter-monsoon (Mar-May)
13426,2015-04-01,2015,4,Asia,Philippines,72259,10s,Inter-monsoon (Mar-May)
13427,2015-04-01,2015,4,Asia,Thailand,47838,10s,Inter-monsoon (Mar-May)
13428,2015-04-01,2015,4,Asia,Vietnam,36472,10s,Inter-monsoon (Mar-May)
13429,2015-04-01,2015,4,Asia,Myanmar,12969,10s,Inter-monsoon (Mar-May)
13430,2015-04-01,2015,4,Asia,Japan,46687,10s,Inter-monsoon (Mar-May)
13431,2015-04-01,2015,4,Asia,Hong Kong,58959,10s,Inter-monsoon (Mar-May)
13432,2015-04-01,2015,4,Asia,"China, People's Republic Of",153784,10s,Inter-monsoon (Mar-May)
13433,2015-04-01,2015,4,Asia,Taiwan,29229,10s,Inter-monsoon (Mar-May)
13434,2015-04-01,2015,4,Asia,"Korea, Republic Of",41602,10s,Inter-monsoon (Mar-May)
13435,2015-04-01,2015,4,Asia,India,84041,10s,Inter-monsoon (Mar-May)
13436,2015-04-01,2015,4,Asia,Pakistan,1125,10s,Inter-monsoon (Mar-May)
13437,2015-04-01,2015,4,Asia,"Sri Lanka, Republic Of",11103,10s,Inter-monsoon (Mar-May)
13438,2015-04-01,2015,4,Asia,Saudi Arabia,873,10s,Inter-monsoon (Mar-May)
13439,2015-04-01,2015,4,Asia,Kuwait,476,10s,Inter-monsoon (Mar-May)
13440,2015-04-01,2015,4,Asia,United Arab Emirates,6628,10s,Inter-monsoon (Mar-May)
13441,2015-04-01,2015,4,Europe,United Kingdom,39808,10s,Inter-monsoon (Mar-May)
13442,2015-04-01,2015,4,Europe,Germany,20086,10s,Inter-monsoon (Mar-May)
13443,2015-04-01,2015,4,Europe,France,13135,10s,Inter-monsoon (Mar-May)
13444,2015-04-01,2015,4,Europe,Italy,4870,10s,Inter-monsoon (Mar-May)
13445,2015-04-01,2015,4,Europe,Netherlands,5989,10s,Inter-monsoon (Mar-May)
13446,2015-04-01,2015,4,Europe,Greece,710,10s,Inter-monsoon (Mar-May)
13447,2015-04-01,2015,4,Europe,Belgium-luxembourg,2369,10s,Inter-monsoon (Mar-May)
13448,2015-04-01,2015,4,Europe,Switzerland,9308,10s,Inter-monsoon (Mar-May)
13449,2015-04-01,2015,4,Europe,Austria,1722,10s,Inter-monsoon (Mar-May)
13450,2015-04-01,2015,4,Europe,Scandinavia,8091,10s,Inter-monsoon (Mar-May)
13451,2015-04-01,2015,4,Europe,CIS & Eastern Europe,11946,10s,Inter-monsoon (Mar-May)
13452,2015-04-01,2015,4,Americas,USA,36186,10s,Inter-monsoon (Mar-May)
13453,2015-04-01,2015,4,Americas,Canada,7086,10s,Inter-monsoon (Mar-May)
13454,2015-04-01,2015,4,Oceania,Australia,83494,10s,Inter-monsoon (Mar-May)
13455,2015-04-01,2015,4,Oceania,New Zealand,9492,10s,Inter-monsoon (Mar-May)
13457,2015-05-01,2015,5,Asia,Brunei,5378,10s,Inter-monsoon (Mar-May)
13458,2015-05-01,2015,5,Asia,Indonesia,238688,10s,Inter-monsoon (Mar-May)
13459,2015-05-01,2015,5,Asia,Malaysia,100340,10s,Inter-monsoon (Mar-May)
13460,2015-05-01,2015,5,Asia,Philippines,72159,10s,Inter-monsoon (Mar-May)
13461,2015-05-01,2015,5,Asia,Thailand,45674,10s,Inter-monsoon (Mar-May)
13462,2015-05-01,2015,5,Asia,Vietnam,35974,10s,Inter-monsoon (Mar-May)
13463,2015-05-01,2015,5,Asia,Myanmar,9162,10s,Inter-monsoon (Mar-May)
13464,2015-05-01,2015,5,Asia,Japan,52971,10s,Inter-monsoon (Mar-May)
13465,2015-05-01,2015,5,Asia,Hong Kong,45742,10s,Inter-monsoon (Mar-May)
13466,2015-05-01,2015,5,Asia,"China, People's Republic Of",141375,10s,Inter-monsoon (Mar-May)
13467,2015-05-01,2015,5,Asia,Taiwan,25498,10s,Inter-monsoon (Mar-May)
13468,2015-05-01,2015,5,Asia,"Korea, Republic Of",43883,10s,Inter-monsoon (Mar-May)
13469,2015-05-01,2015,5,Asia,India,130511,10s,Inter-monsoon (Mar-May)
13470,2015-05-01,2015,5,Asia,Pakistan,1291,10s,Inter-monsoon (Mar-May)
13471,2015-05-01,2015,5,Asia,"Sri Lanka, Republic Of",7652,10s,Inter-monsoon (Mar-May)
13472,2015-05-01,2015,5,Asia,Saudi Arabia,711,10s,Inter-monsoon (Mar-May)
13473,2015-05-01,2015,5,Asia,Kuwait,463,10s,Inter-monsoon (Mar-May)
13474,2015-05-01,2015,5,Asia,United Arab Emirates,5278,10s,Inter-monsoon (Mar-May)
13475,2015-05-01,2015,5,Europe,United Kingdom,28113,10s,Inter-monsoon (Mar-May)
13476,2015-05-01,2015,5,Europe,Germany,16266,10s,Inter-monsoon (Mar-May)
13477,2015-05-01,2015,5,Europe,France,11686,10s,Inter-monsoon (Mar-May)
13478,2015-05-01,2015,5,Europe,Italy,3923,10s,Inter-monsoon (Mar-May)
13479,2015-05-01,2015,5,Europe,Netherlands,5797,10s,Inter-monsoon (Mar-May)
13480,2015-05-01,2015,5,Europe,Greece,661,10s,Inter-monsoon (Mar-May)
13481,2015-05-01,2015,5,Europe,Belgium-luxembourg,1765,10s,Inter-monsoon (Mar-May)
13482,2015-05-01,2015,5,Europe,Switzerland,6699,10s,Inter-monsoon (Mar-May)
13483,2015-05-01,2015,5,Europe,Austria,1377,10s,Inter-monsoon (Mar-May)
13484,2015-05-01,2015,5,Europe,Scandinavia,5124,10s,Inter-monsoon (Mar-May)
13485,2015-05-01,2015,5,Europe,CIS & Eastern Europe,10467,10s,Inter-monsoon (Mar-May)
13486,2015-05-01,2015,5,Americas,USA,37117,10s,Inter-monsoon (Mar-May)
13487,2015-05-01,2015,5,Americas,Canada,6637,10s,Inter-monsoon (Mar-May)
13488,2015-05-01,2015,5,Oceania,Australia,73965,10s,Inter-monsoon (Mar-May)
13489,2015-05-01,2015,5,Oceania,New Zealand,10077,10s,Inter-monsoon (Mar-May)
13491,2015-06-01,2015,6,Asia,Brunei,4992,10s,Southwest Monsoon (Jun-Sept)
13492,2015-06-01,2015,6,Asia,Indonesia,238403,10s,Southwest Monsoon (Jun-Sept)
13493,2015-06-01,2015,6,Asia,Malaysia,100073,10s,Southwest Monsoon (Jun-Sept)
13494,2015-06-01,2015,6,Asia,Philippines,53329,10s,Southwest Monsoon (Jun-Sept)
13495,2015-06-01,2015,6,Asia,Thailand,40121,10s,Southwest Monsoon (Jun-Sept)
13496,2015-06-01,2015,6,Asia,Vietnam,45490,10s,Southwest Monsoon (Jun-Sept)
13497,2015-06-01,2015,6,Asia,Myanmar,9326,10s,Southwest Monsoon (Jun-Sept)
13498,2015-06-01,2015,6,Asia,Japan,53257,10s,Southwest Monsoon (Jun-Sept)
13499,2015-06-01,2015,6,Asia,Hong Kong,45452,10s,Southwest Monsoon (Jun-Sept)
13500,2015-06-01,2015,6,Asia,"China, People's Republic Of",144532,10s,Southwest Monsoon (Jun-Sept)
13501,2015-06-01,2015,6,Asia,Taiwan,30565,10s,Southwest Monsoon (Jun-Sept)
13502,2015-06-01,2015,6,Asia,"Korea, Republic Of",37193,10s,Southwest Monsoon (Jun-Sept)
13503,2015-06-01,2015,6,Asia,India,101773,10s,Southwest Monsoon (Jun-Sept)
13504,2015-06-01,2015,6,Asia,Pakistan,1947,10s,Southwest Monsoon (Jun-Sept)
13505,2015-06-01,2015,6,Asia,"Sri Lanka, Republic Of",5832,10s,Southwest Monsoon (Jun-Sept)
13506,2015-06-01,2015,6,Asia,Saudi Arabia,735,10s,Southwest Monsoon (Jun-Sept)
13507,2015-06-01,2015,6,Asia,Kuwait,538,10s,Southwest Monsoon (Jun-Sept)
13508,2015-06-01,2015,6,Asia,United Arab Emirates,5101,10s,Southwest Monsoon (Jun-Sept)
13509,2015-06-01,2015,6,Europe,United Kingdom,25533,10s,Southwest Monsoon (Jun-Sept)
13510,2015-06-01,2015,6,Europe,Germany,13660,10s,Southwest Monsoon (Jun-Sept)
13511,2015-06-01,2015,6,Europe,France,8969,10s,Southwest Monsoon (Jun-Sept)
13512,2015-06-01,2015,6,Europe,Italy,3915,10s,Southwest Monsoon (Jun-Sept)
13513,2015-06-01,2015,6,Europe,Netherlands,4553,10s,Southwest Monsoon (Jun-Sept)
13514,2015-06-01,2015,6,Europe,Greece,595,10s,Southwest Monsoon (Jun-Sept)
13515,2015-06-01,2015,6,Europe,Belgium-luxembourg,1599,10s,Southwest Monsoon (Jun-Sept)
13516,2015-06-01,2015,6,Europe,Switzerland,5203,10s,Southwest Monsoon (Jun-Sept)
13517,2015-06-01,2015,6,Europe,Austria,1141,10s,Southwest Monsoon (Jun-Sept)
13518,2015-06-01,2015,6,Europe,Scandinavia,5986,10s,Southwest Monsoon (Jun-Sept)
13519,2015-06-01,2015,6,Europe,CIS & Eastern Europe,9240,10s,Southwest Monsoon (Jun-Sept)
13520,2015-06-01,2015,6,Americas,USA,44929,10s,Southwest Monsoon (Jun-Sept)
13521,2015-06-01,2015,6,Americas,Canada,5914,10s,Southwest Monsoon (Jun-Sept)
13522,2015-06-01,2015,6,Oceania,Australia,82755,10s,Southwest Monsoon (Jun-Sept)
13523,2015-06-01,2015,6,Oceania,New Zealand,11593,10s,Southwest Monsoon (Jun-Sept)
13525,2015-07-01,2015,7,Asia,Brunei,7237,10s,Southwest Monsoon (Jun-Sept)
13526,2015-07-01,2015,7,Asia,Indonesia,305585,10s,Southwest Monsoon (Jun-Sept)
13527,2015-07-01,2015,7,Asia,Malaysia,102347,10s,Southwest Monsoon (Jun-Sept)
13528,2015-07-01,2015,7,Asia,Philippines,49724,10s,Southwest Monsoon (Jun-Sept)
13529,2015-07-01,2015,7,Asia,Thailand,45729,10s,Southwest Monsoon (Jun-Sept)
13530,2015-07-01,2015,7,Asia,Vietnam,54711,10s,Southwest Monsoon (Jun-Sept)
13531,2015-07-01,2015,7,Asia,Myanmar,8757,10s,Southwest Monsoon (Jun-Sept)
13532,2015-07-01,2015,7,Asia,Japan,67682,10s,Southwest Monsoon (Jun-Sept)
13533,2015-07-01,2015,7,Asia,Hong Kong,82817,10s,Southwest Monsoon (Jun-Sept)
13534,2015-07-01,2015,7,Asia,"China, People's Republic Of",246815,10s,Southwest Monsoon (Jun-Sept)
13535,2015-07-01,2015,7,Asia,Taiwan,50278,10s,Southwest Monsoon (Jun-Sept)
13536,2015-07-01,2015,7,Asia,"Korea, Republic Of",48372,10s,Southwest Monsoon (Jun-Sept)
13537,2015-07-01,2015,7,Asia,India,83806,10s,Southwest Monsoon (Jun-Sept)
13538,2015-07-01,2015,7,Asia,Pakistan,2281,10s,Southwest Monsoon (Jun-Sept)
13539,2015-07-01,2015,7,Asia,"Sri Lanka, Republic Of",6782,10s,Southwest Monsoon (Jun-Sept)
13540,2015-07-01,2015,7,Asia,Saudi Arabia,2177,10s,Southwest Monsoon (Jun-Sept)
13541,2015-07-01,2015,7,Asia,Kuwait,1631,10s,Southwest Monsoon (Jun-Sept)
13542,2015-07-01,2015,7,Asia,United Arab Emirates,10044,10s,Southwest Monsoon (Jun-Sept)
13543,2015-07-01,2015,7,Europe,United Kingdom,36628,10s,Southwest Monsoon (Jun-Sept)
13544,2015-07-01,2015,7,Europe,Germany,18815,10s,Southwest Monsoon (Jun-Sept)
13545,2015-07-01,2015,7,Europe,France,16926,10s,Southwest Monsoon (Jun-Sept)
13546,2015-07-01,2015,7,Europe,Italy,5402,10s,Southwest Monsoon (Jun-Sept)
13547,2015-07-01,2015,7,Europe,Netherlands,9364,10s,Southwest Monsoon (Jun-Sept)
13548,2015-07-01,2015,7,Europe,Greece,681,10s,Southwest Monsoon (Jun-Sept)
13549,2015-07-01,2015,7,Europe,Belgium-luxembourg,3225,10s,Southwest Monsoon (Jun-Sept)
13550,2015-07-01,2015,7,Europe,Switzerland,10657,10s,Southwest Monsoon (Jun-Sept)
13551,2015-07-01,2015,7,Europe,Austria,2290,10s,Southwest Monsoon (Jun-Sept)
13552,2015-07-01,2015,7,Europe,Scandinavia,10567,10s,Southwest Monsoon (Jun-Sept)
13553,2015-07-01,2015,7,Europe,CIS & Eastern Europe,11436,10s,Southwest Monsoon (Jun-Sept)
13554,2015-07-01,2015,7,Americas,USA,45132,10s,Southwest Monsoon (Jun-Sept)
13555,2015-07-01,2015,7,Americas,Canada,6983,10s,Southwest Monsoon (Jun-Sept)
13556,2015-07-01,2015,7,Oceania,Australia,97577,10s,Southwest Monsoon (Jun-Sept)
13557,2015-07-01,2015,7,Oceania,New Zealand,14756,10s,Southwest Monsoon (Jun-Sept)
13559,2015-08-01,2015,8,Asia,Brunei,4585,10s,Southwest Monsoon (Jun-Sept)
13560,2015-08-01,2015,8,Asia,Indonesia,205671,10s,Southwest Monsoon (Jun-Sept)
13561,2015-08-01,2015,8,Asia,Malaysia,88832,10s,Southwest Monsoon (Jun-Sept)
13562,2015-08-01,2015,8,Asia,Philippines,52997,10s,Southwest Monsoon (Jun-Sept)
13563,2015-08-01,2015,8,Asia,Thailand,39579,10s,Southwest Monsoon (Jun-Sept)
13564,2015-08-01,2015,8,Asia,Vietnam,39518,10s,Southwest Monsoon (Jun-Sept)
13565,2015-08-01,2015,8,Asia,Myanmar,8000,10s,Southwest Monsoon (Jun-Sept)
13566,2015-08-01,2015,8,Asia,Japan,92793,10s,Southwest Monsoon (Jun-Sept)
13567,2015-08-01,2015,8,Asia,Hong Kong,89435,10s,Southwest Monsoon (Jun-Sept)
13568,2015-08-01,2015,8,Asia,"China, People's Republic Of",267121,10s,Southwest Monsoon (Jun-Sept)
13569,2015-08-01,2015,8,Asia,Taiwan,45292,10s,Southwest Monsoon (Jun-Sept)
13570,2015-08-01,2015,8,Asia,"Korea, Republic Of",60468,10s,Southwest Monsoon (Jun-Sept)
13571,2015-08-01,2015,8,Asia,India,77136,10s,Southwest Monsoon (Jun-Sept)
13572,2015-08-01,2015,8,Asia,Pakistan,2250,10s,Southwest Monsoon (Jun-Sept)
13573,2015-08-01,2015,8,Asia,"Sri Lanka, Republic Of",8965,10s,Southwest Monsoon (Jun-Sept)
13574,2015-08-01,2015,8,Asia,Saudi Arabia,1932,10s,Southwest Monsoon (Jun-Sept)
13575,2015-08-01,2015,8,Asia,Kuwait,2395,10s,Southwest Monsoon (Jun-Sept)
13576,2015-08-01,2015,8,Asia,United Arab Emirates,10163,10s,Southwest Monsoon (Jun-Sept)
13577,2015-08-01,2015,8,Europe,United Kingdom,41068,10s,Southwest Monsoon (Jun-Sept)
13578,2015-08-01,2015,8,Europe,Germany,26784,10s,Southwest Monsoon (Jun-Sept)
13579,2015-08-01,2015,8,Europe,France,22241,10s,Southwest Monsoon (Jun-Sept)
13580,2015-08-01,2015,8,Europe,Italy,15817,10s,Southwest Monsoon (Jun-Sept)
13581,2015-08-01,2015,8,Europe,Netherlands,8040,10s,Southwest Monsoon (Jun-Sept)
13582,2015-08-01,2015,8,Europe,Greece,711,10s,Southwest Monsoon (Jun-Sept)
13583,2015-08-01,2015,8,Europe,Belgium-luxembourg,2905,10s,Southwest Monsoon (Jun-Sept)
13584,2015-08-01,2015,8,Europe,Switzerland,8253,10s,Southwest Monsoon (Jun-Sept)
13585,2015-08-01,2015,8,Europe,Austria,2644,10s,Southwest Monsoon (Jun-Sept)
13586,2015-08-01,2015,8,Europe,Scandinavia,6085,10s,Southwest Monsoon (Jun-Sept)
13587,2015-08-01,2015,8,Europe,CIS & Eastern Europe,13725,10s,Southwest Monsoon (Jun-Sept)
13588,2015-08-01,2015,8,Americas,USA,39089,10s,Southwest Monsoon (Jun-Sept)
13589,2015-08-01,2015,8,Americas,Canada,6734,10s,Southwest Monsoon (Jun-Sept)
13590,2015-08-01,2015,8,Oceania,Australia,83062,10s,Southwest Monsoon (Jun-Sept)
13591,2015-08-01,2015,8,Oceania,New Zealand,12497,10s,Southwest Monsoon (Jun-Sept)
13593,2015-09-01,2015,9,Asia,Brunei,5761,10s,Southwest Monsoon (Jun-Sept)
13594,2015-09-01,2015,9,Asia,Indonesia,187628,10s,Southwest Monsoon (Jun-Sept)
13595,2015-09-01,2015,9,Asia,Malaysia,93333,10s,Southwest Monsoon (Jun-Sept)
13596,2015-09-01,2015,9,Asia,Philippines,48209,10s,Southwest Monsoon (Jun-Sept)
13597,2015-09-01,2015,9,Asia,Thailand,39567,10s,Southwest Monsoon (Jun-Sept)
13598,2015-09-01,2015,9,Asia,Vietnam,28282,10s,Southwest Monsoon (Jun-Sept)
13599,2015-09-01,2015,9,Asia,Myanmar,7461,10s,Southwest Monsoon (Jun-Sept)
13600,2015-09-01,2015,9,Asia,Japan,73972,10s,Southwest Monsoon (Jun-Sept)
13601,2015-09-01,2015,9,Asia,Hong Kong,40314,10s,Southwest Monsoon (Jun-Sept)
13602,2015-09-01,2015,9,Asia,"China, People's Republic Of",149929,10s,Southwest Monsoon (Jun-Sept)
13603,2015-09-01,2015,9,Asia,Taiwan,27836,10s,Southwest Monsoon (Jun-Sept)
13604,2015-09-01,2015,9,Asia,"Korea, Republic Of",39063,10s,Southwest Monsoon (Jun-Sept)
